president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),All polls,Quinnipiac University,,1/23/2025,1/27/2025,1019, RV,1.259627,0,,46,43,3,47.84621,42.36332,5.482891,https://poll.qu.edu/poll-release?releaseid=3918,1/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,2/28/2025,3/2/2025,2229, RV,0.3137522,0,,49,48,1,48.07719,49.28051,-1.20332,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/2/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/19/2025,2/25/2025,1500, LV,0.2061266,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/25/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031, RV,1.124632,0,,48,52,-4,47.8952,51.00101,-3.105812,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/3/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/22/2025,1/28/2025,1500, LV,0.1340271,0,TRUE,52,45,7,50.09159,45.71701,4.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/18/2025,2/21/2025,3000, RV,0.733191,0,,53,44,9,50.07474,46.16923,3.90551,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove,2/21/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/26/2025,3/4/2025,1500, LV,0.1063461,0,TRUE,51,47,4,49.36165,47.55627,1.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/4/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/10/2025,2/14/2025,1500, LV,0.1496611,0,TRUE,53,45,8,51.36165,45.55627,5.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/14/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Clarity Campaign Labs,,1/31/2025,2/6/2025,1102, RV,1.117145,0,,48,43,5,47.71107,44.18073,3.530342,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67aa57a7976e415c4d212706/1739216809584/Clarity+Omnibus+Overview+-+Jan_Feb+2025.pdf,2/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,The Bullfinch Group,Independent Center,2/22/2025,2/26/2025,1200, A,0.951969,0,,47,47,0,47.30324,47.2174,0.0858421,https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,2/26/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6697838,0,,47,47,0,46.41605,48.67289,-2.25684,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Echelon Insights,,1/22/2025,1/24/2025,1024, LV,1.211361,0,,51,43,8,50.38212,43.27949,7.102627,https://echeloninsights.com/in-the-news/dec-2024-verified-voter-omnibus-2/,1/24/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,SSRS,CNN,2/13/2025,2/17/2025,989, RV,0.698123,0,,46,54,-8,46.56958,52.01412,-5.444538,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/6/2025,2/12/2025,1500, LV,0.1072718,0,TRUE,54,44,10,52.09159,44.71701,7.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/12/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,J.L. Partners,DailyMail.com,2/24/2025,2/25/2025,1001, RV,0.8853058,0,,45,39,6,45.81336,41.90223,3.911129,https://jlpartners.com/doge-poll,2/25/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Echelon Insights,,2/10/2025,2/13/2025,1010, LV,1.048833,0,,52,46,6,51.66889,46.05056,5.618332,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,2/13/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Marist College,NPR | PBS News,2/24/2025,2/26/2025,1533, RV,1.528378,0,,45,51,-6,45.88578,50.0919,-4.20612,https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,2/26/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/21/2025,1/27/2025,1500, LV,0.1394866,0,TRUE,52,44,8,50.09159,44.71701,5.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,CBS News,2/26/2025,2/28/2025,2311, A,0.5713823,0,,51,49,2,50.41605,50.67289,-0.2568398,https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/,2/28/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,2/9/2025,2/11/2025,1595, A,0.473739,0,,46,48,-2,46.09542,49.02879,-2.933369,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Z51qCJt.pdf,2/11/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,Gallup,,3/3/2025,3/16/2025,1002, A,1.200712,0,,43,53,-10,43.92558,52.01283,-8.08725,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/16/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,InsiderAdvantage,,1/20/2025,1/20/2025,800, RV,1.09318,0,,56,39,17,55.61447,39.21503,16.39944,https://insideradvantage.com/first-insideradvantage-trump-job-performance-survey-approval-hits-fifty-six-percent-post-inaugural-address/,1/20/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/3/2025,2/6/2025,3000, RV,0.7463244,0,,51,45,6,48.07474,47.16923,0.9055099,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,2/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,1/21/2025,1/27/2025,45000, A,1.213857,0,TRUE,52.35,37.67,14.68,51.42719,38.95051,12.47668,https://pro.morningconsult.com/trackers/global-leader-approval,1/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,1/30/2025,2/3/2025,1000, RV,0.8567227,0,,49,47,2,49.24997,46.6256,2.624371,https://navigatorresearch.org/while-three-in-four-americans-see-trump-as-bringing-change-to-government-only-two-in-five-view-this-change-as-positive/,2/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,2/2/2025,2/4/2025,1423, RV,0.800636,0,,48,47,1,48.07023,46.88137,1.188858,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,2/4/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/7/2025,2/13/2025,1500, LV,0.3195485,0,TRUE,54,44,10,52.36165,44.55627,7.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/13/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,McLaughlin & Associates,,2/11/2025,2/18/2025,1000, LV,0.6332094,0,,51,46,5,50.08619,46.18601,3.900181,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/18/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/10/2025,2/14/2025,3000, RV,0.7545885,0,,55,43,12,52.07474,45.16923,6.90551,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,2/14/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Morning Consult,,2/28/2025,3/2/2025,2229, RV,0.5855247,0,,49,48,1,48.5505,47.81258,0.7379189,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/2/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,co/efficient,,1/25/2025,1/28/2025,1570, LV,1.365183,0,,52,47,5,51.74837,46.51486,5.233513,https://coefficient.org/post-inauguration-study/,1/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Gallup,,1/21/2025,1/27/2025,1001, A,1.141809,0,,47,48,-1,48.47943,46.47109,2.008343,https://news.gallup.com/poll/655955/trump-inaugural-approval-rating-historically-low-again.aspx,1/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Gallup,,2/3/2025,2/16/2025,1004, A,1.134004,0,,45,51,-6,46.47943,49.47109,-2.991657,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,2/16/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,TIPP Insights,League of American Workers,3/4/2025,3/6/2025,1720, RV,1.653287,0,,43,48,-5,44.36526,48.24364,-3.87838,https://tippinsights.com/league-of-american-workers-poll-march-2025/#google_vignette,3/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Pew Research Center,,1/27/2025,2/2/2025,5086, A,1.634488,0,,47,51,-4,47.56076,49.36532,-1.804558,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/2/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Emerson College,,1/27/2025,1/28/2025,1000, RV,1.351629,0,,48.5,41.2,7.299999,48.55189,43.37157,5.180321,https://emersoncollegepolling.com/january-2025-national-poll-trump-starts-term-with-49-approval-41-disapproval-rating/,1/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/4/2025,3/10/2025,1500, LV,0.1064784,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/10/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/31/2025,2/6/2025,1500, LV,0.333977,0,TRUE,51,45,6,49.36165,45.55627,3.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,TIPP Insights,Issues & Insights,2/26/2025,2/28/2025,1434, A,1.340183,0,,46,43,3,47.31242,44.82017,2.492249,https://tippinsights.com/voters-still-view-trump-favorably-but-remain-worried-about-economy-inflation-i-i-tipp-poll/,2/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,McLaughlin & Associates,,1/22/2025,1/27/2025,1000, LV,0.6904767,0,,52,43,9,50.87468,43.31942,7.55526,https://mclaughlinonline.com/pols/wp-content/uploads/2025/01/National-January-Presentation-RELEASE-01-28-25.pdf,1/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,1/27/2025,1/31/2025,4000, RV,0.8660704,0,,53,43,10,50.37474,44.96177,5.412971,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-43-disapprove,1/31/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,Economist,2/16/2025,2/18/2025,1603, A,0.4440114,0,,50,45,5,49.41605,46.67289,2.74316,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/18/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/14/2025,2/20/2025,1500, LV,0.310312,0,TRUE,51,47,4,49.09159,47.71701,1.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/20/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.5888962,0,,53,47,6,52.41605,48.67289,3.74316,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/7/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,3/5/2025,3/7/2025,1019, RV,0.8949394,0,,45,46,-1,45.81336,48.90223,-3.088871,https://www.dailymail.co.uk/news/article-14482029/Trumps-latest-approval-rating-50-days-revealed-issue-destroy-presidency.html,3/7/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Marquette University Law School,,1/27/2025,2/5/2025,775, RV,1.388692,0,,48,52,-4,48.11328,50.58687,-2.473587,https://law.marquette.edu/poll/2025/02/11/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-27-feb-5-2025-national-issues/,2/5/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/4/2025,3/10/2025,1500, LV,0.1064784,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/10/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,1/24/2025,1/26/2025,2302, RV,0.372135,0,,52,44,8,51.07719,45.28051,5.79668,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/26/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,CBS News,2/26/2025,2/28/2025,2311, A,0.5713823,0,,51,49,2,51.09542,50.02879,1.066631,https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/,2/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Hoover Institution,2/19/2025,2/24/2025,1198, RV,0.5967779,0,,49,44,5,49.07023,43.88137,5.188858,https://hoover.org/sites/default/files/2025-03/Crosstabs%20-%20Tariff%20Policy%20-%20Hoover%20Institution%20Survey.pdf?_gl=1*1qsu47j*_gcl_au*NzgxODA1ODkuMTc0MTM4OTE0NQ..*_ga*MTY2Nzg3Njc3OC4xNzQxMzg5MTQ1*_ga_0PJBLNCVZ1*MTc0MTM4OTE0NS4xLjEuMTc0MTM4OTE0NS42MC4wLjA.,2/24/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/11/2025,2/17/2025,1500, LV,0.1056756,0,TRUE,52,46,6,50.09159,46.71701,3.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/17/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Echelon Insights,NetChoice,2/18/2025,2/20/2025,1006, LV,1.051318,0,,48,49,-1,47.66889,49.05056,-1.381668,https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/,2/20/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Ipsos,Reuters,2/21/2025,2/23/2025,1029, A,0.4874938,0,,44,50,-6,45.94195,48.87397,-2.932018,https://www.reuters.com/world/us/trump-approval-rating-holds-steady-44-reutersipsos-poll-finds-2025-02-25/,2/23/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Emerson College,,3/2/2025,3/3/2025,1000, RV,1.18439,0,,48,43.1,4.900002,48.22009,45.19263,3.027458,https://emersoncollegepolling.com/march-2025-national-poll/,3/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,J.L. Partners,DailyMail.com,2/24/2025,2/25/2025,1001, RV,0.8853058,0,,45,39,6,45.96043,41.84525,4.115181,https://jlpartners.com/doge-poll,2/25/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/21/2025,1/27/2025,1500, LV,0.1394866,0,TRUE,52,44,8,50.36165,44.55627,5.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/27/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/24/2025,2/28/2025,3000, RV,0.7220427,0,,53,45,8,50.07474,47.16923,2.90551,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove,2/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,TIPP Insights,,1/29/2025,1/31/2025,1478, A,1.566538,0,,46,41,5,47.31242,42.82017,4.492249,https://tippinsights.com/the-art-of-the-comeback-tipp-poll-shows-trumps-strong-start-energizes-core-voters/,1/31/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/30/2025,2/5/2025,1500, LV,0.1129072,0,TRUE,51,45,6,49.36165,45.55627,3.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/5/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/2/2025,3/7/2025,1500, LV,0.249183,0,TRUE,51,48,3,49.09159,48.71701,0.3745804,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/7/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/21/2025,2/25/2025,1500, LV,0,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/25/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,American Research Group,,2/17/2025,2/20/2025,1100, A,0.8966224,0,,43,51,-8,44.27381,50.2527,-5.978889,https://americanresearchgroup.com/economy/,2/20/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/6/2025,2/12/2025,1500, LV,0.1072718,0,TRUE,54,44,10,52.36165,44.55627,7.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/12/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,co/efficient,,2/15/2025,2/17/2025,2063, LV,1.477816,0,,48,48,0,47.55688,47.56241,-0.0055275,https://coefficient.org/doge-part-1/,2/17/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/14/2025,2/20/2025,1500, LV,0.310312,0,TRUE,51,47,4,49.36165,47.55627,1.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/20/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Trafalgar Group/Insider Advantage,,3/5/2025,3/6/2025,800, RV,0.8496418,0,,49.5,45.3,4.200001,48.12753,46.25103,1.876499,https://insideradvantage.com/insideradvantage-trafalgar-group-national-survey-trump-approval-post-zelensky-meeting-and-address-to-congress-remains-up-by-five-points/,3/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.5888962,0,,53,47,6,53.09542,48.02879,5.066631,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/7/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/25/2025,3/3/2025,1500, LV,0.106619,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/3/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/27/2025,3/5/2025,1500, LV,0.106201,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/5/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/11/2025,2/17/2025,1500, LV,0.1056756,0,TRUE,52,46,6,50.36165,46.55627,3.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,2/9/2025,2/11/2025,1430, RV,0.7434908,0,,47,49,-2,47.07023,48.88137,-1.811142,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,2/11/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Blueprint Polling,,2/16/2025,2/17/2025,1383, RV,1.110317,0,,47,48,-1,47.76838,47.62,0.1483803,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,AtlasIntel,,2/24/2025,2/27/2025,2849, A,2.089712,0,,50.3,49.7,0.5999985,49.55024,48.67604,0.8741989,https://www.atlasintel.org/poll/usa-national-2025-02-28,2/27/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/13/2025,2/19/2025,1500, LV,0.1040446,0,TRUE,52,47,5,50.36165,47.55627,2.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/19/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Harris Insights & Analytics,Harvard CAPS,2/19/2025,2/20/2025,2443, RV,1.382092,0,,52,43,9,50.78383,44.59344,6.190388,https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf,2/20/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Ipsos,The Washington Post,2/13/2025,2/18/2025,2177, RV,1.203803,0,,48,51,-3,48.17399,49.92144,-1.747452,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/18/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,Economist,2/2/2025,2/4/2025,1604, A,0.5701517,0,,46,44,2,45.41605,45.67289,-0.2568398,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_c1AfT3R.pdf,2/4/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,2/23/2025,2/25/2025,1604, A,0.4537103,0,,48,45,3,48.09542,46.02879,2.066631,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf,2/25/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,1/26/2025,1/28/2025,1577, A,0.8026743,0,,49,43,6,49.09542,44.02879,5.066631,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_HmzVWgj.pdf,1/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,Pew Research Center,,1/27/2025,2/2/2025,5086, A,1.634488,0,,47,51,-4,47.15237,49.76167,-2.609299,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/2/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,SSRS,CNN,3/6/2025,3/9/2025,1206, A,0.6733964,0,,45,54,-9,45.47704,52.15643,-6.67939,https://s3.documentcloud.org/documents/25558091/cnn-poll-trumps-performance-and-economy.pdf,3/9/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Cygnal,,3/3/2025,3/5/2025,1500, LV,1.651151,0,,47.4,50.7,-3.299999,47.09913,50.20554,-3.106411,https://www.cygn.al/wp-content/uploads/2025/03/22915-Cygnal-National-NVT-Mar25-Deck-Public.pdf,3/5/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,SurveyUSA,,2/13/2025,2/16/2025,2000, A,1.824873,0,,51,45,6,49.83707,46.11032,3.726749,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,2/16/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/27/2025,1/31/2025,1500, LV,0.1688626,0,TRUE,52,45,7,50.09159,45.71701,4.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/31/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,,2/18/2025,2/20/2025,1137, A,0.3846857,0,,48,44,4,48.09542,45.02879,3.066631,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_First_Followup_poll_results.pdf,2/20/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,SSRS,CNN,2/13/2025,2/17/2025,1206, A,0.6979962,0,,47,52,-5,47.47704,50.15643,-2.67939,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/17/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,1/31/2025,2/3/2025,2303, RV,0.4628961,0,,49,47,2,48.07719,48.28051,-0.2033195,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/3/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601, A,0.6271775,0,,45,53,-8,46.2837,52.4628,-6.1791,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/18/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/31/2025,2/6/2025,1500, LV,0.333977,0,TRUE,51,45,6,49.09159,45.71701,3.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,TIPP Insights,,1/29/2025,1/31/2025,1478, A,1.566538,0,,46,41,5,46.61004,43.43431,3.175728,https://tippinsights.com/the-art-of-the-comeback-tipp-poll-shows-trumps-strong-start-energizes-core-voters/,1/31/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/28/2025,2/3/2025,1500, LV,0.1163969,0,TRUE,52,45,7,50.36165,45.55627,4.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,2/16/2025,2/18/2025,1451, RV,0.676486,0,,50,47,3,50.07023,46.88137,3.188858,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,2/18/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,Reuters,2/13/2025,2/18/2025,4145, A,0.7556908,0,,44,51,-7,45.2837,50.4628,-5.1791,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/18/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/17/2025,2/21/2025,1500, LV,0.1453316,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/21/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/29/2025,2/4/2025,1500, LV,0.1145397,0,TRUE,51,45,6,49.36165,45.55627,3.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/4/2025,17:16:52 13 Apr 2025
